ano,mes,customer_city_codes,customer_state_codes
2018,5,2771,22
2018,8,1127,25
2018,5,451,10
2018,5,556,6
2018,5,451,10
2018,7,3818,10
2018,5,1656,23
2018,2,874,7
2018,4,163,8
2018,7,3803,5
2018,3,2874,8
2018,3,2874,8
2018,7,241,26
2018,6,3576,25
2018,7,3804,25
2018,6,2579,25
2018,7,769,22
2018,6,3534,25
2018,7,1853,10
2018,7,1853,10
2018,7,3576,25
2018,5,235,7
2018,8,2728,25
2018,8,556,6
2018,5,3534,25
2018,6,2945,22
2018,4,451,10
2018,5,3576,25
2018,8,937,23
2018,3,2728,25
2018,6,1523,25
2018,6,1794,9
2018,8,1439,8
2018,7,1368,5
2018,7,672,4
2018,6,3868,22
2018,4,2153,23
2018,4,3576,25
2018,8,3576,25
2018,6,3067,15
2018,1,478,23
2018,8,769,22
2018,6,3187,12
2018,6,451,10
2018,8,722,11
2018,5,3067,15
2018,8,1439,8
2018,4,446,13
2018,7,678,15
2018,6,3576,25
2018,8,2728,25
2018,6,3908,22
2018,7,1037,10
2018,6,556,6
2018,5,722,11
2018,8,1523,25
2018,7,665,8
2018,6,2579,25
2018,4,438,25
2018,7,1129,12
2018,6,2447,18
2018,6,3669,7
2018,7,1868,15
2018,7,1439,8
2018,6,2190,22
2018,7,3576,25
2018,8,16,5
2018,6,136,22
2018,2,1037,10
2018,8,3136,18
2018,8,1439,8
2018,3,3576,25
2018,4,1523,25
2018,7,3822,16
2018,5,3576,25
2018,7,3576,25
2018,8,3409,25
2018,6,556,6
2018,6,3136,18
2018,4,3415,25
2017,3,556,6
2017,11,3405,23
2018,2,130,25
2018,4,3576,25
2017,8,3576,25
2017,4,2255,10
2017,7,451,10
2017,7,451,10
2017,7,451,10
2017,7,451,10
2017,10,3541,25
2017,12,2447,18
2017,10,3396,25
2017,10,163,8
2017,10,163,8
2018,4,4010,7
2018,1,451,10
2017,11,3136,18
2018,6,1526,10
2018,6,3576,25
2018,6,3576,25
2018,6,3576,25
2018,6,3576,25
2018,6,3576,25
2018,6,3576,25
2017,11,332,22
2017,11,3136,18
2018,5,3576,25
2018,1,3136,18
2018,1,3576,25
2017,10,451,10
2017,11,2715,10
2017,11,3576,25
2017,11,3576,25
2017,11,3576,25
2018,3,235,7
2018,3,3576,25
2018,3,3576,25
2017,10,1972,10
2018,2,317,23
2017,11,3737,25
2018,1,1186,10
2018,1,1244,25
2018,1,451,10
2018,1,451,10
2018,1,446,13
2018,2,1936,25
2018,4,3576,25
2018,2,4063,7
2017,10,2945,22
2017,10,1657,25
2017,12,3576,25
2017,10,3576,25
2017,10,2798,18
2017,10,2798,18
2017,10,2798,18
2017,10,2798,18
2017,11,2245,5
2017,11,1444,8
2017,12,2579,25
2017,10,2156,18
2018,3,3396,25
2017,11,3136,18
2018,1,3576,25
2017,10,1376,25
2017,10,3136,18
2017,11,1826,7
2017,11,1826,7
2017,11,321,17
2017,11,321,17
2018,6,2579,25
2018,2,2780,10
2018,2,3576,25
2018,5,722,11
2017,11,3404,25
2017,11,3404,25
2018,1,3529,25
2018,1,3529,25
2018,4,446,13
2018,4,446,13
2018,1,3136,18
2017,11,2917,17
2017,11,3609,22
2017,12,3576,25
2018,4,714,22
2018,2,280,10
2017,10,2588,25
2017,10,451,10
2017,10,722,11
2017,10,1894,7
2017,11,704,25
2017,10,2945,22
2017,10,2945,22
2017,10,2945,22
2017,12,1507,7
2018,2,2001,25
2018,1,1878,17
2018,3,3546,9
2018,3,2945,22
2017,10,4031,10
2018,2,451,10
2017,10,3136,18
2018,6,3576,25
2018,2,3576,25
2018,2,3576,25
2018,2,3576,25
2018,2,3576,25
2018,2,3576,25
2017,10,3228,4
2017,10,1735,10
2018,7,2173,2
2018,7,2173,2
2017,12,2945,22
2017,11,3136,18
2017,11,1485,10
2017,11,4075,25
2017,11,4075,25
2018,2,802,25
2017,12,2444,18
2018,4,3136,18
2018,4,3136,18
2018,4,3136,18
2018,4,3136,18
2018,3,3136,18
2018,3,3136,18
2017,12,3136,18
2017,11,285,17
2018,1,1129,12
2017,10,2945,22
2017,10,2945,22
2017,10,2945,22
2017,10,2945,22
2017,10,2945,22
2017,10,2945,22
2017,10,2945,22
2017,10,2945,22
2018,1,3576,25
2018,1,1547,25
2018,1,451,10
2018,1,451,10
2018,2,3576,25
2017,11,3576,25
2017,12,2849,25
2018,3,722,11
2017,11,4073,18
2018,3,1523,25
2017,12,3576,25
2018,2,874,7
2018,4,556,6
2017,11,3576,25
2017,11,2609,8
2017,10,3108,17
2018,1,3576,25
2017,11,3228,4
2017,11,3576,25
2017,12,3069,5
2017,10,722,11
2018,1,728,17
2017,12,3536,17
2017,10,1980,23
2018,4,3572,23
2017,10,3617,25
2017,11,556,6
2018,1,1139,17
2017,11,1521,25
2017,8,3576,25
2017,6,295,20
2017,6,295,20
2017,11,2319,12
2017,11,3576,25
2017,11,4074,25
2017,11,4074,25
2017,6,3612,10
2017,11,3136,18
2017,11,3136,18
2017,5,3696,25
2017,9,769,22
2017,9,3576,25
2017,11,3576,25
2017,3,3928,10
2017,3,3112,25
2017,1,1243,25
2017,9,2728,25
2017,9,235,7
2017,9,83,10
2017,5,1737,10
2017,9,704,25
2017,9,704,25
2017,9,704,25
2017,7,3084,12
2017,7,3056,25
2017,10,3576,25
2017,10,3576,25
2017,9,3576,25
2017,9,3576,25
2017,11,1331,25
2017,5,3576,25
2017,11,3576,25
2017,11,3576,25
2017,6,3889,8
2017,8,3242,25
2017,12,3576,25
2018,1,3617,25
2017,12,1928,23
2017,12,1352,23
2018,5,451,10
2018,1,1877,25
2018,1,1523,25
2017,3,3727,5
2017,9,2945,22
2017,9,3180,20
2017,11,2849,25
2017,9,114,19
2018,1,3360,22
2017,9,1303,5
2017,8,3576,25
2017,8,1186,10
2017,10,3576,25
2017,7,3576,25
2017,10,3228,4
2017,11,3274,10
2017,11,3274,10
2017,7,229,25
2017,7,3576,25
2017,7,3749,25
2017,11,3409,25
2017,8,704,25
2017,8,704,25
2017,7,297,18
2017,9,637,10
2017,5,468,10
2017,8,436,25
2017,8,3409,25
2018,3,2329,25
2018,2,627,25
2018,5,1548,22
2017,12,3113,25
2017,12,3113,25
2017,12,3113,25
2017,12,3113,25
2017,10,3576,25
2018,6,3576,25
2018,6,3576,25
2018,4,268,15
2018,4,268,15
2018,4,268,15
2018,4,268,15
2018,5,3872,25
2018,5,3576,25
2018,8,1600,25
2018,4,269,18
2018,8,3288,22
2018,7,692,10
2018,5,1855,25
2018,4,2906,10
2017,9,3576,25
2018,4,2447,18
2017,9,3136,18
2017,9,3136,18
2017,9,3136,18
2018,3,1139,17
2018,3,1139,17
2018,3,3288,22
2017,9,54,8
2017,9,54,8
2018,3,451,10
2018,3,451,10
2018,3,451,10
2018,6,1230,18
2018,6,1230,18
2018,4,3576,25
2017,9,3576,25
2018,4,881,25
2018,3,3136,18
2018,3,3136,18
2018,3,3534,25
2018,5,3136,18
2017,6,3576,25
2018,5,652,25
2017,6,1849,25
2017,6,1849,25
2017,6,1849,25
2017,6,1849,25
2017,10,2945,22
2018,2,3576,25
2017,6,2579,25
2017,6,3136,18
2017,6,3136,18
2017,7,1443,8
2017,7,3576,25
2017,4,1206,9
2017,4,1206,9
2017,8,1900,25
2018,5,1352,23
2017,7,2657,18
2018,4,1139,17
2018,3,3409,25
2018,7,451,10
2018,4,451,10
2018,7,163,8
2018,5,2987,10
2018,4,3576,25
2018,7,3576,25
2018,2,2147,10
2018,5,3003,25
2018,3,276,10
2018,5,3576,25
2018,5,1528,10
2018,4,2811,25
2018,5,468,10
2018,4,3136,18
2018,4,3576,25
2018,3,3136,18
2018,7,3576,25
2018,5,3396,25
2018,5,2945,22
2018,5,2373,10
2018,7,3415,25
2018,1,3136,18
2018,4,4003,25
2018,2,722,11
2018,7,3081,18
2018,4,451,10
2018,2,3576,25
2018,6,3136,18
2018,3,3409,25
2018,5,2329,25
2018,5,686,10
2018,6,1034,10
2018,6,124,7
2018,5,817,25
2018,4,2230,17
2018,7,3136,18
2018,3,3451,18
2018,2,843,10
2018,8,3576,25
2018,5,451,10
2018,8,3356,25
2017,10,1889,25
2018,5,2095,7
2018,5,3067,15
2018,5,3576,25
2018,5,2579,25
2018,5,3576,25
2018,4,451,10
2018,5,3576,25
2018,4,704,25
2018,5,3576,25
2018,4,230,7
2018,4,1221,11
2018,3,135,10
2018,1,1996,10
2018,3,556,6
2018,4,704,25
2018,5,438,25
2018,2,3822,16
2018,4,3576,25
2018,8,1822,25
2018,8,1822,25
2018,8,1822,25
2018,8,1822,25
2018,8,1822,25
2018,8,1822,25
2018,7,737,18
2018,2,556,6
2018,4,3576,25
2018,5,3576,25
2018,5,2447,18
2018,7,1139,17
2018,2,1331,25
2018,7,2128,18
2018,8,1996,10
2018,5,395,7
2017,10,2849,25
2018,3,704,25
2018,8,1376,25
2018,3,643,10
2018,3,3576,25
2018,4,2054,22
2018,5,556,6
2018,3,206,8
2018,7,3136,18
2018,3,3136,18
2018,4,446,13
2018,3,3451,18
2018,7,1855,25
2018,8,263,25
2018,4,2101,17
2018,8,704,25
2018,7,1439,8
2018,4,556,6
2018,5,630,7
2018,2,2222,18
2018,5,1244,25
2018,8,2001,25
2018,3,1996,10
2018,3,2087,25
2018,2,1838,10
2018,3,1762,23
2018,5,1639,4
2018,5,613,25
2018,4,3576,25
2018,5,2128,18
2018,4,1951,4
2017,7,3802,25
2018,4,3476,10
2018,4,1638,25
2018,5,2593,10
2018,4,2087,25
2018,4,3136,18
2018,8,1037,10
2018,8,451,10
2018,8,3818,10
2018,2,3576,25
2018,2,3136,18
2018,7,3113,25
2017,5,2730,15
2017,4,3371,17
2017,4,3371,17
2017,10,2579,25
2017,11,244,10
2018,1,479,7
2017,10,1653,8
2018,3,3284,10
2018,4,206,8
2017,12,1793,25
2017,9,451,10
2018,4,1697,8
2017,8,1148,10
2017,9,2139,1
2017,10,2331,25
2017,11,2001,25
2018,2,1088,25
2017,2,220,17
2017,4,182,18
2018,2,3585,17
2018,3,3058,17
2017,3,3136,18
2017,10,3794,25
2017,10,3794,25
2017,11,3414,25
2017,6,1783,10
2017,11,684,23
2017,11,2927,12
2017,5,3451,18
2018,4,2771,22
2018,1,1208,10
2017,3,1334,10
2017,8,3136,18
2017,11,2730,15
2017,11,2730,15
2017,11,2730,15
2018,1,3136,18
2017,2,3451,18
2018,3,451,10
2018,4,3576,25
2018,4,3576,25
2018,4,3928,10
2017,1,2025,23
2017,7,4023,10
2017,11,1942,15
2017,5,2095,7
2017,8,3450,10
2017,3,4075,25
2017,3,4075,25
2017,9,3844,10
2017,2,1721,17
2017,11,915,25
2017,10,2859,25
2018,3,722,11
2018,3,722,11
2017,6,2266,8
2017,11,3675,4
2018,1,1685,25
2017,5,505,16
2018,1,3576,25
2017,1,1940,8
2017,12,3576,25
2018,1,3576,25
2017,3,2103,25
2017,12,1233,7
2017,11,3576,25
2017,3,1997,22
2018,1,2369,10
2017,4,556,6
2017,5,3465,18
2017,5,3465,18
2017,10,826,7
2017,1,968,23
2017,11,1368,5
2018,2,12,15
2017,5,2095,7
2017,5,2095,7
2017,5,2095,7
2017,5,2095,7
2018,3,2101,17
2018,2,2305,25
2017,11,3596,25
2018,4,1868,15
2017,3,3529,25
2017,7,3276,25
2017,5,3356,25
2018,1,556,6
2018,1,544,25
2017,10,556,6
2017,11,3744,25
2017,3,3492,25
2017,11,704,25
2017,4,2101,17
2017,7,4009,25
2017,2,3576,25
2017,3,772,18
2017,2,3802,25
2017,9,817,25
2017,10,1139,17
2017,10,1139,17
2017,7,704,25
2017,12,1368,5
2017,12,1368,5
2017,10,3136,18
2017,10,3136,18
2017,8,3576,25
2017,8,3576,25
2017,7,3610,25
2017,7,1117,22
2017,8,2329,25
2017,8,2329,25
2017,8,3136,18
2017,7,2830,17
2017,10,3576,25
2017,10,3576,25
2018,3,162,13
2017,10,1074,4
2017,10,1074,4
2018,4,1849,25
2017,11,3576,25
2017,11,3136,18
2017,11,3136,18
2017,11,3136,18
2017,11,1822,25
2017,10,2110,25
2017,10,2110,25
2017,10,2110,25
2017,8,992,26
2017,11,3576,25
2018,1,3576,25
2018,5,3136,18
2018,3,2288,18
2018,4,2969,8
2017,8,3576,25
2017,11,3067,15
2018,4,3576,25
2018,4,3576,25
2018,4,3576,25
2018,1,1126,10
2017,7,3669,7
2018,2,3136,18
2018,4,3576,25
2018,4,3576,25
2017,11,1786,8
2017,11,1786,8
2017,8,3136,18
2017,6,3062,10
2017,6,3062,10
2018,2,3744,25
2018,2,3744,25
2017,10,162,13
2017,10,3576,25
2017,7,2984,25
2017,10,1037,10
2018,8,3576,25
2017,10,3136,18
2017,10,3136,18
2017,8,2830,17
2017,10,1802,25
2017,4,1186,10
2017,11,4031,10
2017,11,3903,25
2017,4,451,10
2017,4,91,26
2017,4,91,26
2018,2,2428,19
2017,7,3576,25
2017,7,3576,25
2017,7,3576,25
2017,7,3576,25
2017,8,3576,25
2018,8,3576,25
2018,2,403,4
2018,8,3546,9
2017,12,3409,25
2017,12,3534,25
2017,11,1245,25
2017,8,3822,16
2017,11,2591,10
2018,5,2984,25
2018,5,2984,25
2018,5,2984,25
2017,9,3136,18
2017,9,3737,25
2017,9,2156,18
2017,9,2156,18
2017,10,3576,25
2017,9,2161,25
2017,7,3136,18
2017,7,3136,18
2017,9,704,25
2018,7,2488,25
2018,7,556,6
2017,6,936,9
2017,9,3629,22
2017,5,3136,18
2017,11,3669,7
2017,11,3669,7
2017,6,2139,1
2018,1,190,23
2017,11,585,4
2017,9,3028,17
2018,1,3136,18
2018,7,3396,25
2018,8,3067,15
2017,7,3113,25
2018,7,2522,10
2017,12,1803,25
2017,8,704,25
2017,12,3576,25
2017,12,268,15
2018,2,519,22
2018,2,1735,10
2018,2,2914,25
2017,11,3576,25
2017,11,3576,25
2018,2,3326,22
2017,11,1523,25
2018,2,672,4
2018,2,3695,25
2018,2,2067,23
2018,6,3576,25
2018,4,323,10
2017,10,1381,25
2017,8,1094,5
2017,10,2373,10
2017,10,451,10
2018,3,1877,25
2018,4,3127,17
2018,6,2444,18
2017,7,1088,25
2017,11,2218,10
2017,10,3928,10
2017,12,579,10
2018,4,2447,18
2018,4,3824,18
2018,4,1037,10
2017,10,430,11
2017,7,2693,25
2017,8,556,6
2017,8,3576,25
2018,4,3818,10
2017,8,1853,10
2017,8,1853,10
2017,8,1853,10
2017,8,1853,10
2017,8,1996,10
2018,3,451,10
2018,4,3928,10
2018,4,1433,10
2017,8,2579,25
2017,7,3529,25
2017,10,4005,10
2017,7,1168,25
2017,8,3669,7
2018,3,3940,10
2017,8,2896,25
2017,12,1186,10
2017,12,1186,10
2017,8,3067,15
2018,6,451,10
2018,6,2288,18
2018,6,817,25
2017,8,1139,17
2017,5,451,10
2017,2,2217,17
2017,10,3067,15
2018,5,3576,25
2018,4,3737,25
2017,10,3576,25
2018,2,3409,25
2018,2,3409,25
2018,3,3576,25
2018,3,3576,25
2017,11,2016,8
2018,1,1523,25
2018,2,314,25
2018,4,3576,25
2018,4,1329,25
2017,10,2593,10
2017,10,2593,10
2017,10,2593,10
2018,1,1855,25
2017,8,3529,25
2017,8,3529,25
2017,3,3576,25
2017,2,3576,25
2018,5,607,18
2018,6,1037,10
2018,6,3396,25
2018,8,2945,22
2018,8,2945,22
2018,5,3928,10
2018,3,328,25
2018,3,328,25
2018,1,3822,16
2018,1,3822,16
2018,1,3822,16
2018,1,2447,18
2018,6,641,17
2017,11,1439,8
2018,2,1762,23
2018,1,2593,10
2017,12,1515,25
2017,9,1352,23
2017,9,1352,23
2018,1,808,25
2017,10,2329,25
2018,7,2139,1
2017,9,3576,25
2018,2,1523,25
2017,11,1996,10
2017,11,468,10
2018,5,3744,25
2018,5,3576,25
2017,9,3754,25
2017,9,3754,25
2018,4,3576,25
2017,11,1230,18
2018,4,556,6
2017,12,3451,18
2017,11,3576,25
2018,7,3576,25
2017,10,451,10
2017,10,451,10
2017,10,451,10
2018,1,3356,25
2018,1,3356,25
2017,9,3576,25
2017,9,556,6
2018,2,3812,17
2017,9,2156,18
2017,10,1523,25
2017,11,1121,25
2018,2,2627,17
2018,2,3576,25
2017,10,1270,10
2018,7,3754,25
2017,11,1352,23
2018,2,3576,25
2017,12,1352,23
2017,10,1996,10
2017,10,1996,10
2018,1,3136,18
2017,10,1352,23
2018,8,3136,18
2018,2,2068,4
2017,11,3659,17
2017,12,263,25
2018,4,2945,22
2018,8,714,22
2018,8,714,22
2017,9,3596,25
2018,4,3576,25
2018,6,468,10
2018,6,4052,25
2017,9,2798,18
2018,8,437,14
2018,5,1381,25
2017,7,2279,10
2018,3,3409,25
2017,9,2945,22
2017,3,3928,10
2017,8,3837,25
2017,11,2793,25
2018,3,1088,25
2017,11,3576,25
2018,6,3136,18
2018,5,704,25
2017,9,3136,18
2017,11,3136,18
2017,11,2309,10
2017,12,3576,25
2018,5,3414,25
2018,6,3576,25
2017,8,451,10
2017,8,3576,25
2018,8,2749,12
2018,8,2749,12
2018,5,3669,7
2017,6,451,10
2018,4,1799,18
2017,11,3824,18
2017,4,4063,7
2017,11,556,6
2018,3,428,25
2018,5,1352,23
2017,9,3576,25
2018,3,2270,25
2018,2,2106,25
2018,8,3576,25
2018,3,4008,22
2017,10,3356,25
2018,4,3149,25
2018,4,448,18
2017,4,3,13
2018,5,2626,26
2017,8,3669,7
2017,11,556,6
2018,6,3749,25
2017,11,1868,15
2018,6,1785,18
2017,7,2,10
2017,9,3136,18
2017,7,182,18
2017,7,182,18
2017,7,182,18
2017,7,182,18
2018,3,235,7
2017,8,4073,18
2018,3,3576,25
2018,3,3576,25
2018,8,2128,18
2018,3,54,8
2018,5,3576,25
2018,8,518,25
2018,3,3576,25
2017,9,3576,25
2018,6,182,18
2018,4,3136,18
2017,7,3136,18
2017,12,3528,25
2018,7,3136,18
2018,5,451,10
2017,9,14,9
2017,9,436,25
2018,5,3576,25
2018,3,1657,25
2018,3,3576,25
2017,8,3576,25
2017,10,3210,25
2017,7,1168,25
2018,5,428,25
2018,5,728,17
2018,3,1600,25
2018,2,3576,25
2018,3,3136,18
2017,7,1088,25
2018,2,4050,7
2018,7,3356,25
2018,8,446,13
2018,8,1412,23
2017,9,2447,18
2018,3,3136,18
2017,12,3534,25
2017,7,3927,10
2018,8,1996,10
2018,5,1139,17
2018,3,3576,25
2018,3,1996,10
2017,9,3074,25
2017,6,3576,25
2018,3,3858,15
2018,1,3882,11
2018,8,3228,4
2018,3,3228,4
2018,6,451,10
2018,4,3576,25
2018,5,2071,10
2017,8,2230,17
2017,8,3136,18
2018,6,556,6
2017,6,2270,25
2018,5,3067,15
2017,8,556,6
2018,3,3576,25
2017,12,1368,5
2017,11,3576,25
2018,2,3576,25
2018,5,3136,18
2018,6,2447,18
2017,3,3822,16
2017,7,2428,19
2018,3,3136,18
2018,5,3949,17
2018,3,3534,25
2018,3,3534,25
2017,6,3136,18
2017,9,3356,25
2017,8,2579,25
2018,2,220,17
2017,11,3576,25
2018,3,1331,25
2018,3,3576,25
2018,6,1804,25
2018,3,4063,7
2017,7,4050,7
2017,3,3344,10
2018,2,451,10
2017,11,3271,25
2018,5,1523,25
2018,5,1996,10
2018,5,244,10
2017,8,3451,18
2017,7,1680,10
2017,11,3824,18
2018,5,3754,25
2017,11,3351,4
2018,5,2579,25
2018,1,1301,10
2017,10,3576,25
2017,10,3576,25
2018,5,384,10
2017,11,3576,25
2017,12,3576,25
2017,9,2961,26
2018,5,556,6
2017,11,2139,1
2017,11,3576,25
2018,4,525,10
2018,3,3576,25
2018,5,3576,25
2018,3,2860,10
2018,6,3136,18
2017,9,3650,8
2017,8,1996,10
2017,9,149,25
2018,4,704,25
2017,11,4063,7
2018,3,2447,18
2018,3,1376,25
2018,5,1507,7
2017,3,3136,18
2017,9,1523,25
2017,8,665,8
2018,5,1506,12
2017,6,3136,18
2018,5,808,25
2018,5,2579,25
2018,5,2579,25
2017,9,704,25
2017,8,3288,22
2017,9,182,18
2018,8,3066,25
2018,3,550,25
2018,6,3576,25
2018,3,3396,25
2017,4,451,10
2017,9,3136,18
2017,3,2428,19
2018,5,1996,10
2018,5,451,10
2018,6,451,10
2017,9,3136,18
2018,3,2945,22
2017,8,3576,25
2017,11,3136,18
2018,6,2001,25
2017,10,2222,18
2018,5,3576,25
2018,5,652,25
2018,5,3492,25
2017,11,1468,22
2017,11,2945,22
2018,2,1139,17
2018,1,1197,17
2017,11,3576,25
2018,3,1444,8
2018,1,1439,8
2018,1,1439,8
2018,5,770,23
2017,5,1372,17
2017,6,3818,10
2017,9,3136,18
2017,9,3136,18
2017,8,3124,18
2017,6,2579,25
2017,9,3576,25
2017,4,1802,25
2017,5,1799,18
2017,9,3136,18
2017,8,3576,25
2017,2,451,10
2017,1,2564,15
2017,3,3576,25
2017,5,3228,4
2017,5,3409,25
2017,11,544,25
2018,3,1468,22
2018,1,3576,25
2017,3,3576,25
2018,1,1088,25
2017,6,3812,17
2017,6,3812,17
2017,2,2164,10
2017,2,2164,10
2017,10,2101,17
2018,3,2593,10
2017,12,1657,25
2017,7,681,17
2017,5,1319,4
2017,5,1319,4
2017,2,2329,25
2017,2,2329,25
2017,6,451,10
2017,7,1523,25
2017,7,1523,25
2017,12,1523,25
2017,12,1523,25
2017,11,1492,22
2017,11,1492,22
2018,2,2530,12
2017,12,3409,25
2017,8,263,25
2017,12,2087,25
2017,7,3534,25
2018,3,3528,25
2018,1,3492,25
2017,8,3539,10
2018,3,1523,25
2018,2,1484,4
2018,1,3269,25
2017,11,2492,18
2017,11,2492,18
2018,1,4050,7
2018,1,4050,7
2018,1,1523,25
2018,3,655,25
2018,1,1267,10
2018,1,3576,25
2017,6,3822,16
2018,2,1980,23
2017,12,3005,25
2017,12,3005,25
2018,1,2001,25
2018,1,2001,25
2017,7,2866,25
2018,2,3276,25
2017,6,1739,4
2017,6,1739,4
2017,6,2773,25
2017,5,2579,25
2017,5,2579,25
2017,12,2686,13
2018,1,1582,25
2018,1,3396,25
2017,8,556,6
2017,5,652,25
2017,12,914,25
2017,2,3818,10
2017,2,3818,10
2017,6,837,10
2017,6,704,25
2017,6,704,25
2017,6,451,10
2017,6,451,10
2017,3,1657,25
2017,3,1657,25
2017,4,320,25
2017,4,320,25
2017,6,3451,18
2017,9,3749,25
2017,10,3576,25
2017,9,3534,25
2017,6,3576,25
2017,9,556,6
2017,7,3576,25
2017,4,3310,8
2017,8,3576,25
2017,9,1523,25
2017,8,3617,25
2017,8,3476,10
2017,8,3822,16
2017,9,182,18
2017,8,2329,25
2017,8,3737,25
2017,8,666,4
2017,8,3136,18
2017,7,34,12
2017,8,3576,25
2017,8,1273,16
2017,8,3841,23
2017,8,3841,23
2017,12,684,23
2017,12,684,23
2018,6,2945,22
2018,8,419,25
2017,8,2467,22
2017,10,3801,10
2017,9,3969,8
2018,7,3113,25
2017,11,3148,22
2017,10,3136,18
2018,5,3576,25
2018,2,556,6
2018,4,1822,25
2017,12,1974,14
2018,2,632,20
2018,4,2655,25
2018,2,3576,25
2018,1,3576,25
2018,2,1975,10
2018,5,182,18
2018,5,3228,4
2017,12,3981,8
2018,1,1833,25
2018,2,3576,25
2018,3,69,4
2018,4,1088,25
2018,8,3047,18
2018,2,2579,25
2018,1,2868,25
2018,2,451,10
2018,2,3409,25
2018,5,436,25
2018,2,3716,10
2018,2,1376,25
2018,2,3576,25
2018,3,2685,18
2018,4,2199,5
2018,1,3003,25
2018,1,2579,25
2018,3,3576,25
2018,3,1833,25
2017,12,1037,10
2017,12,1037,10
2017,12,3136,18
2018,8,3576,25
2018,2,3794,25
2017,12,2685,18
2018,1,2579,25
2018,1,2579,25
2018,3,1633,25
2018,1,3136,18
2017,12,451,10
2018,3,3576,25
2018,1,3414,25
2018,1,3576,25
2018,5,1439,8
2018,3,731,12
2018,1,2447,18
2018,1,1460,22
2018,2,3975,18
2017,12,3136,18
2018,4,3534,25
2018,4,3576,25
2018,4,3576,25
2018,3,3576,25
2018,4,2447,18
2018,1,2068,4
2018,1,2068,4
2018,1,3576,25
2018,1,3576,25
2018,1,3576,25
2018,2,3576,25
2018,6,3187,12
2018,2,2447,18
2018,4,3136,18
2018,1,2984,25
2018,4,3576,25
2018,2,229,25
2018,2,704,25
2018,1,4090,13
2017,12,1547,25
2018,5,451,10
2018,4,446,13
2018,4,446,13
2018,4,446,13
2018,4,3576,25
2018,8,3576,25
2018,3,3576,25
2018,1,4042,18
2018,2,3576,25
2018,2,3136,18
2018,1,2654,10
2018,4,3415,25
2018,4,3415,25
2018,1,3409,25
2018,5,1900,25
2017,12,2674,8
2017,9,550,25
2017,10,244,10
2017,10,244,10
2018,2,3136,18
2018,6,4042,18
2018,1,3173,23
2017,12,788,10
2017,10,1603,23
2017,8,3576,25
2018,6,2087,25
2018,1,2830,17
2018,3,2111,25
2018,2,3576,25
2017,12,1592,10
2018,5,1685,25
2018,5,3576,25
2017,10,3136,18
2017,12,3136,18
2018,2,2626,26
2017,12,340,25
2018,5,3919,10
2018,5,1769,4
2017,12,568,14
2017,12,3576,25
2018,1,474,25
2017,7,3668,18
2018,4,3754,25
2018,7,3576,25
2018,3,3576,25
2018,1,1735,10
2017,8,3409,25
2017,7,2984,25
2018,7,3576,25
2017,6,3409,25
2017,9,1868,15
2017,12,225,24
2018,4,3979,25
2017,11,1197,17
2018,3,3576,25
2017,8,548,7
2017,8,3882,11
2018,4,1352,23
2018,7,1789,5
2017,9,1592,10
2018,2,3705,8
2018,1,3288,22
2017,6,704,25
2017,11,252,1
2018,4,2203,5
2018,4,3414,25
2018,2,1831,18
2017,11,725,25
2017,7,3396,25
2017,8,3818,10
2018,2,2553,5
2017,6,1962,20
2017,11,3067,15
2017,11,3136,18
2017,6,3576,25
2017,3,3136,18
2017,12,1484,4
2018,3,1913,25
2018,7,83,10
2017,6,3136,18
2017,10,2139,1
2018,2,1037,10
2017,5,897,22
2017,9,2212,17
2017,9,2212,17
2017,10,3749,25
2017,10,3576,25
2017,6,3466,25
2017,9,2984,25
2018,7,1853,10
2018,6,2329,25
2017,11,3414,25
2017,12,550,25
2018,6,3576,25
2018,2,3731,22
2017,11,3136,18
2017,7,2182,10
2018,4,1580,4
2017,3,3534,25
2017,7,4036,13
2017,11,3576,25
2017,11,2849,25
2018,1,3576,25
2018,8,1657,25
2018,2,3979,25
2018,4,451,10
2018,5,2478,10
2018,8,1822,25
2018,1,2376,5
2018,1,1139,17
2017,7,3737,25
2017,11,1974,14
2017,12,818,10
2017,11,3136,18
2017,6,2206,22
2018,6,3576,25
2017,10,2492,18
2017,9,2430,18
2017,9,2430,18
2018,5,302,4
2017,11,216,19
2017,7,3136,18
2017,10,451,10
2018,4,3076,25
2017,10,2182,10
2017,5,1430,15
2018,1,2492,18
2017,11,225,24
2017,12,991,10
2017,11,1319,4
2017,7,83,10
2018,5,3228,4
2018,5,3576,25
2018,4,3405,23
2018,3,3749,25
2017,12,2054,22
2018,1,427,10
2017,11,3167,8
2018,1,135,10
2018,4,2139,1
2017,12,2087,25
2017,12,2130,22
2018,3,136,22
2018,7,3576,25
2017,9,2373,10
2017,9,2733,4
2018,6,1175,4
2017,8,3822,16
2018,5,630,7
2017,12,1571,5
2018,6,3596,25
2018,8,3576,25
2017,8,725,25
2017,10,303,18
2017,11,4016,22
2018,3,2228,25
2018,3,3576,25
2018,8,1822,25
2017,3,3136,18
2018,1,3576,25
2017,10,2868,25
2017,11,3136,18
2018,2,451,10
2017,8,2830,17
2018,2,1352,23
2018,1,3136,18
2017,7,2917,17
2018,1,1139,17
2017,9,2896,25
2017,9,2896,25
2017,11,556,6
2017,7,2579,25
2018,4,733,8
2017,10,452,15
2017,10,3136,18
2018,3,3576,25
2018,7,1059,23
2017,12,3576,25
